CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes
CI006447,M0391,2025-04-20,17,Gym Floor,81
CI006448,M0391,2025-07-21,8,Gym Floor,60
CI006449,M0391,2025-05-17,19,Gym Floor,58
CI006450,M0391,2025-06-06,18,Zumba,36
CI006451,M0391,2025-04-07,19,Yoga,59
CI006452,M0391,2025-07-07,9,Cardio,60
CI006453,M0391,2025-05-11,8,HIIT,45
CI006454,M0391,2025-07-30,8,CrossFit,40
CI006455,M0391,2025-07-04,6,Gym Floor,51
CI006456,M0391,2025-03-15,19,Gym Floor,60
CI006457,M0391,2025-07-15,7,Zumba,75
CI006458,M0391,2025-06-23,20,Spin,45
CI006459,M0391,2025-07-30,7,Gym Floor,21
CI006460,M0391,2025-05-21,16,Gym Floor,75
CI006461,M0391,2025-06-26,17,CrossFit,43
CI006462,M0391,2025-06-28,7,Cardio,48
CI006463,M0391,2025-04-21,19,Strength Training,84
CI006464,M0391,2025-08-29,6,Gym Floor,42
CI006465,M0392,2025-03-30,19,Strength Training,64
CI006466,M0392,2025-08-10,8,Gym Floor,112
CI006467,M0392,2025-08-27,12,Pilates,58
CI006468,M0392,2025-04-15,6,Gym Floor,47
CI006469,M0392,2025-06-03,6,Cardio,79
CI006470,M0392,2025-04-06,17,Cardio,33
CI006471,M0392,2025-03-27,12,Gym Floor,20
CI006472,M0392,2025-08-16,17,Gym Floor,53
CI006473,M0392,2025-07-01,9,Gym Floor,86
CI006474,M0392,2025-05-01,18,HIIT,40
CI006475,M0392,2025-07-22,17,Spin,48
CI006476,M0392,2025-03-17,6,Strength Training,73
CI006477,M0392,2025-03-01,6,Gym Floor,58
CI006478,M0393,2025-05-01,19,Gym Floor,59
CI006479,M0393,2025-04-16,8,CrossFit,55
CI006480,M0394,2025-08-30,8,Gym Floor,71
CI006481,M0394,2025-08-04,10,Cardio,20
CI006482,M0394,2025-08-25,9,Gym Floor,42
CI006483,M0394,2025-05-15,19,Gym Floor,67
CI006484,M0394,2025-08-24,7,Gym Floor,63
CI006485,M0394,2025-04-25,7,Zumba,20
CI006486,M0394,2025-07-18,18,Yoga,46
CI006487,M0394,2025-06-25,19,HIIT,38
CI006488,M0394,2025-04-22,19,Gym Floor,55
CI006489,M0394,2025-05-09,19,Gym Floor,42
CI006490,M0394,2025-07-08,8,Strength Training,61
CI006491,M0394,2025-07-11,7,CrossFit,88
CI006492,M0394,2025-08-05,18,CrossFit,59
CI006493,M0394,2025-03-16,16,CrossFit,60
CI006494,M0394,2025-08-30,10,Gym Floor,48
CI006495,M0394,2025-05-22,19,Spin,24
CI006496,M0394,2025-05-28,18,Spin,71
CI006497,M0394,2025-06-14,12,Gym Floor,69
CI006498,M0394,2025-06-04,19,HIIT,22
CI006499,M0395,2025-07-27,7,Gym Floor,47
CI006500,M0395,2025-05-14,17,Gym Floor,67
CI006501,M0395,2025-03-29,17,Gym Floor,43
CI006502,M0395,2025-05-18,8,Cardio,32
CI006503,M0395,2025-05-23,16,Gym Floor,44
CI006504,M0395,2025-04-30,20,Cardio,85
CI006505,M0395,2025-08-15,9,Gym Floor,49
CI006506,M0395,2025-08-30,19,Cardio,57
CI006507,M0395,2025-06-12,7,Strength Training,64
CI006508,M0395,2025-04-08,19,Strength Training,58
CI006509,M0395,2025-04-23,18,Gym Floor,51
CI006510,M0395,2025-08-28,17,Cardio,47
CI006511,M0395,2025-07-24,18,Gym Floor,43
CI006512,M0395,2025-08-04,10,Pilates,52
CI006513,M0396,2025-06-14,18,Spin,63
CI006514,M0396,2025-06-05,19,HIIT,64
CI006515,M0396,2025-05-02,20,Yoga,84
CI006516,M0396,2025-07-03,11,HIIT,53
CI006517,M0396,2025-08-06,17,Zumba,35
CI006518,M0396,2025-08-25,6,HIIT,73
CI006519,M0396,2025-05-23,18,Gym Floor,69
CI006520,M0396,2025-05-25,9,Gym Floor,70
CI006521,M0396,2025-05-07,6,HIIT,51
CI006522,M0396,2025-07-28,18,Zumba,69
CI006523,M0396,2025-06-29,10,Gym Floor,74
CI006524,M0396,2025-07-09,16,HIIT,45
CI006525,M0396,2025-08-28,8,Zumba,62
CI006526,M0396,2025-07-14,19,Gym Floor,69
CI006527,M0396,2025-06-19,19,Gym Floor,50
CI006528,M0396,2025-06-09,17,HIIT,44
CI006529,M0396,2025-06-22,19,Gym Floor,56
CI006530,M0396,2025-04-22,7,Pilates,68
CI006531,M0396,2025-08-29,11,Gym Floor,40
CI006532,M0396,2025-08-13,16,Cardio,48
CI006533,M0396,2025-05-13,19,Spin,42
CI006534,M0396,2025-04-29,6,Cardio,66
CI006535,M0396,2025-07-17,11,Cardio,43
CI006536,M0396,2025-04-11,10,Strength Training,20
CI006537,M0396,2025-06-09,10,Gym Floor,45
CI006538,M0396,2025-08-20,17,Cardio,35
CI006539,M0396,2025-08-09,9,HIIT,55
CI006540,M0396,2025-05-06,11,Gym Floor,55
CI006541,M0397,2025-08-16,20,Yoga,41
CI006542,M0397,2025-07-02,20,Gym Floor,96
CI006543,M0397,2025-07-16,10,Cardio,40
CI006544,M0397,2025-06-27,19,Gym Floor,71
CI006545,M0397,2025-07-31,18,Cardio,40
CI006546,M0398,2025-07-06,10,Strength Training,60
CI006547,M0398,2025-05-02,19,Yoga,62
CI006548,M0398,2025-06-27,19,Gym Floor,52
CI006549,M0398,2025-06-25,12,HIIT,45
CI006550,M0398,2025-08-10,12,Cardio,48
CI006551,M0398,2025-05-12,19,Strength Training,49
CI006552,M0398,2025-05-31,18,Gym Floor,49
CI006553,M0398,2025-04-25,17,Gym Floor,39
CI006554,M0398,2025-05-13,10,Gym Floor,46
CI006555,M0398,2025-05-29,18,Gym Floor,40
CI006556,M0398,2025-05-05,11,Zumba,60
CI006557,M0398,2025-08-16,20,Gym Floor,53
CI006558,M0399,2025-05-06,12,Gym Floor,35
CI006559,M0399,2025-04-22,17,CrossFit,58
CI006560,M0399,2025-06-18,16,Gym Floor,70
CI006561,M0399,2025-08-12,18,Gym Floor,85
CI006562,M0399,2025-06-28,7,Strength Training,88
CI006563,M0399,2025-07-08,6,Gym Floor,31
CI006564,M0399,2025-04-01,10,Zumba,75
CI006565,M0399,2025-08-18,9,Cardio,69
CI006566,M0399,2025-06-05,19,Spin,64
CI006567,M0399,2025-04-27,20,CrossFit,65
CI006568,M0399,2025-04-27,19,Yoga,60
CI006569,M0399,2025-03-10,18,Gym Floor,78
CI006570,M0399,2025-08-05,12,Gym Floor,50
CI006571,M0399,2025-05-24,19,Gym Floor,51
CI006572,M0399,2025-03-08,18,Gym Floor,55
CI006573,M0399,2025-05-28,18,Zumba,65
CI006574,M0399,2025-08-26,18,Gym Floor,31
CI006575,M0399,2025-04-10,17,Pilates,45
CI006576,M0399,2025-08-10,17,Spin,75
CI006577,M0399,2025-08-24,17,Cardio,39
CI006578,M0399,2025-08-05,19,Cardio,80
CI006579,M0399,2025-08-30,18,HIIT,58
CI006580,M0399,2025-05-04,7,Gym Floor,22
CI006581,M0399,2025-08-25,18,Strength Training,31
CI006582,M0399,2025-05-01,16,Spin,42
CI006583,M0399,2025-04-29,17,Gym Floor,58
CI006584,M0399,2025-03-07,8,Zumba,100
CI006585,M0399,2025-05-12,12,Gym Floor,29
CI006586,M0399,2025-08-21,19,Cardio,87
CI006587,M0399,2025-05-19,19,Cardio,30
CI006588,M0399,2025-05-16,12,HIIT,60
CI006589,M0399,2025-07-28,7,CrossFit,75
CI006590,M0399,2025-04-16,18,Zumba,75
CI006591,M0399,2025-05-01,11,Strength Training,53
CI006592,M0399,2025-07-31,18,Gym Floor,47
CI006593,M0399,2025-03-17,18,Zumba,40
CI006594,M0399,2025-04-04,9,Pilates,77
CI006595,M0399,2025-08-12,18,Gym Floor,46
CI006596,M0399,2025-08-22,18,Pilates,48
CI006597,M0399,2025-03-23,12,Gym Floor,62
CI006598,M0399,2025-04-04,17,Gym Floor,72
CI006599,M0400,2025-07-19,11,Strength Training,58
CI006600,M0400,2025-08-11,19,Strength Training,55
CI006601,M0400,2025-04-15,17,Gym Floor,51
CI006602,M0400,2025-03-31,17,Yoga,86
CI006603,M0400,2025-06-21,18,Gym Floor,51
CI006604,M0400,2025-04-07,19,Pilates,62
CI006605,M0400,2025-04-22,9,Gym Floor,55
CI006606,M0400,2025-03-16,16,Cardio,63
CI006607,M0400,2025-06-08,16,Gym Floor,50
CI006608,M0400,2025-08-18,20,HIIT,72
CI006609,M0400,2025-07-12,18,Gym Floor,38
CI006610,M0400,2025-05-31,19,Zumba,57
CI006611,M0400,2025-06-19,8,Spin,29
CI006612,M0401,2025-03-04,7,Pilates,44
CI006613,M0401,2025-06-16,18,Zumba,20
CI006614,M0401,2025-03-12,6,HIIT,57
CI006615,M0401,2025-04-15,9,HIIT,65
CI006616,M0401,2025-03-21,17,Gym Floor,79
CI006617,M0401,2025-03-26,19,Gym Floor,79
CI006618,M0401,2025-05-26,16,Gym Floor,54
CI006619,M0401,2025-08-31,21,Yoga,64
CI006620,M0401,2025-08-05,17,CrossFit,100
CI006621,M0401,2025-03-05,16,HIIT,42
CI006622,M0402,2025-08-01,9,Gym Floor,46
CI006623,M0402,2025-08-14,18,Gym Floor,71
CI006624,M0402,2025-08-06,18,Spin,68
CI006625,M0402,2025-05-04,7,Strength Training,42
CI006626,M0402,2025-07-21,7,CrossFit,83
CI006627,M0402,2025-08-27,6,Yoga,70
CI006628,M0402,2025-03-05,10,Zumba,50
CI006629,M0403,2025-04-07,20,Spin,47
CI006630,M0403,2025-05-25,9,Gym Floor,52
CI006631,M0403,2025-08-31,19,Zumba,24
CI006632,M0403,2025-07-02,12,Zumba,80
CI006633,M0403,2025-03-26,18,Spin,55
CI006634,M0403,2025-07-31,10,CrossFit,20
CI006635,M0403,2025-03-12,17,Gym Floor,43
CI006636,M0404,2025-04-16,12,Gym Floor,38
CI006637,M0404,2025-07-06,7,HIIT,47
CI006638,M0404,2025-03-10,17,Yoga,43
CI006639,M0404,2025-08-25,21,Spin,66
CI006640,M0404,2025-07-07,10,CrossFit,48
CI006641,M0404,2025-07-20,19,Strength Training,40
CI006642,M0404,2025-03-25,18,Gym Floor,71
CI006643,M0404,2025-06-17,18,Spin,54
CI006644,M0404,2025-06-01,19,Strength Training,29
CI006645,M0404,2025-04-08,20,Cardio,61
CI006646,M0404,2025-08-22,6,Strength Training,51
CI006647,M0404,2025-03-18,18,Gym Floor,71
CI006648,M0404,2025-05-21,6,Pilates,59
CI006649,M0404,2025-08-09,16,Gym Floor,55
CI006650,M0404,2025-03-14,10,Gym Floor,69
CI006651,M0404,2025-06-05,6,Spin,47
CI006652,M0404,2025-08-21,9,Strength Training,32
CI006653,M0404,2025-08-19,6,Gym Floor,49
CI006654,M0404,2025-07-07,7,Gym Floor,61
CI006655,M0404,2025-04-05,10,Zumba,20
CI006656,M0404,2025-05-02,11,Cardio,60
CI006657,M0404,2025-04-01,17,Zumba,41
CI006658,M0405,2025-05-21,17,HIIT,54
CI006659,M0405,2025-06-29,19,Cardio,32
CI006660,M0405,2025-06-23,8,Gym Floor,75
CI006661,M0405,2025-07-10,6,Gym Floor,82
CI006662,M0405,2025-06-20,18,Gym Floor,85
CI006663,M0405,2025-04-14,17,Gym Floor,58
CI006664,M0407,2025-07-03,17,Gym Floor,48
CI006665,M0407,2025-03-21,8,Spin,40
CI006666,M0407,2025-04-28,10,Gym Floor,30
CI006667,M0407,2025-06-02,18,HIIT,26
CI006668,M0407,2025-08-06,19,CrossFit,64
CI006669,M0407,2025-04-01,18,Gym Floor,40
CI006670,M0407,2025-07-21,6,CrossFit,64
CI006671,M0407,2025-05-11,6,Zumba,27
CI006672,M0407,2025-07-07,17,Gym Floor,35
CI006673,M0407,2025-08-21,17,Zumba,27
CI006674,M0407,2025-08-11,19,Gym Floor,59
CI006675,M0407,2025-03-22,20,Strength Training,55
CI006676,M0407,2025-05-14,17,Pilates,20
CI006677,M0407,2025-05-20,9,Gym Floor,66
CI006678,M0407,2025-04-14,20,Gym Floor,64
CI006679,M0408,2025-03-28,7,Gym Floor,56
CI006680,M0408,2025-07-23,17,Gym Floor,85
CI006681,M0408,2025-03-30,8,Pilates,41
CI006682,M0408,2025-07-16,7,Gym Floor,87
CI006683,M0409,2025-04-25,6,CrossFit,57
CI006684,M0409,2025-03-09,6,Gym Floor,33
CI006685,M0409,2025-05-06,19,Pilates,46
CI006686,M0409,2025-06-22,7,Gym Floor,20
CI006687,M0409,2025-03-21,17,Cardio,72
CI006688,M0409,2025-04-01,18,Gym Floor,58
CI006689,M0409,2025-03-07,8,Yoga,56
CI006690,M0409,2025-05-30,7,CrossFit,49
CI006691,M0409,2025-06-15,6,HIIT,59
CI006692,M0409,2025-04-12,16,Gym Floor,66
CI006693,M0409,2025-05-10,9,Yoga,62
CI006694,M0409,2025-08-06,18,Pilates,52
CI006695,M0409,2025-04-11,9,Strength Training,20
CI006696,M0409,2025-07-27,18,Gym Floor,63
CI006697,M0409,2025-07-13,20,CrossFit,62
CI006698,M0409,2025-06-09,18,Pilates,20
CI006699,M0410,2025-07-02,7,CrossFit,64
CI006700,M0410,2025-06-17,19,Pilates,46
CI006701,M0410,2025-05-16,19,Gym Floor,51
CI006702,M0410,2025-05-16,17,Gym Floor,38
CI006703,M0410,2025-05-31,16,Spin,78
CI006704,M0410,2025-03-30,8,Strength Training,46
CI006705,M0410,2025-08-03,8,Gym Floor,63
CI006706,M0410,2025-03-02,6,HIIT,61
CI006707,M0410,2025-04-18,18,Strength Training,69
CI006708,M0410,2025-06-26,9,Yoga,41
CI006709,M0410,2025-08-09,16,Cardio,71
CI006710,M0410,2025-06-04,10,Gym Floor,48
CI006711,M0410,2025-03-25,10,Gym Floor,77
CI006712,M0410,2025-06-23,19,Gym Floor,78
CI006713,M0410,2025-06-15,7,Gym Floor,51
CI006714,M0410,2025-03-29,16,CrossFit,64
CI006715,M0410,2025-04-29,18,Cardio,33
CI006716,M0410,2025-05-29,20,Pilates,72
CI006717,M0410,2025-03-01,7,CrossFit,50
CI006718,M0410,2025-05-26,7,Gym Floor,34
CI006719,M0410,2025-08-02,8,Yoga,44
CI006720,M0410,2025-06-19,12,Gym Floor,65
CI006721,M0410,2025-03-28,8,Cardio,41
CI006722,M0410,2025-06-07,11,Gym Floor,91
CI006723,M0410,2025-03-07,16,Cardio,27
CI006724,M0410,2025-05-30,8,Strength Training,55
CI006725,M0411,2025-08-16,21,Cardio,62
CI006726,M0411,2025-07-18,12,Gym Floor,47
CI006727,M0411,2025-03-26,16,Gym Floor,48
CI006728,M0411,2025-07-17,18,Gym Floor,34
CI006729,M0411,2025-06-10,9,Gym Floor,67
CI006730,M0411,2025-07-20,18,CrossFit,78
CI006731,M0411,2025-03-09,17,Gym Floor,50
CI006732,M0411,2025-03-04,10,Gym Floor,50
CI006733,M0411,2025-08-30,16,Pilates,52
CI006734,M0411,2025-08-04,8,Gym Floor,70
CI006735,M0411,2025-04-28,17,Gym Floor,58
CI006736,M0411,2025-07-09,12,Gym Floor,36
CI006737,M0411,2025-03-21,19,HIIT,56
CI006738,M0411,2025-05-27,7,HIIT,25
CI006739,M0411,2025-07-26,18,Gym Floor,53
CI006740,M0411,2025-07-01,18,Gym Floor,52
CI006741,M0411,2025-04-27,19,Zumba,40
CI006742,M0411,2025-06-09,10,Gym Floor,62
CI006743,M0411,2025-07-05,9,Gym Floor,21
CI006744,M0411,2025-04-08,7,Yoga,51
CI006745,M0411,2025-03-23,20,Zumba,61
CI006746,M0411,2025-04-27,9,Pilates,65
CI006747,M0411,2025-03-25,18,Spin,83
CI006748,M0411,2025-05-29,18,Gym Floor,27
CI006749,M0411,2025-07-12,18,Gym Floor,47
CI006750,M0411,2025-08-21,19,Gym Floor,60
CI006751,M0411,2025-03-11,9,Spin,93
CI006752,M0411,2025-06-08,16,Gym Floor,75
CI006753,M0412,2025-04-05,16,Gym Floor,53
CI006754,M0412,2025-07-19,20,Yoga,60
CI006755,M0412,2025-03-27,10,HIIT,44
CI006756,M0412,2025-05-04,9,Gym Floor,54
CI006757,M0412,2025-07-14,12,Gym Floor,29
CI006758,M0412,2025-06-25,7,Cardio,30
CI006759,M0412,2025-03-31,18,Yoga,43
CI006760,M0412,2025-06-05,17,Zumba,58
CI006761,M0412,2025-06-25,16,Spin,96
CI006762,M0412,2025-08-04,18,Gym Floor,85
CI006763,M0412,2025-06-19,17,Gym Floor,54
CI006764,M0412,2025-06-08,17,Gym Floor,40
CI006765,M0412,2025-03-11,21,Spin,65
CI006766,M0412,2025-05-04,16,Yoga,67
CI006767,M0412,2025-04-17,6,Gym Floor,20
CI006768,M0412,2025-03-04,17,Gym Floor,39
CI006769,M0412,2025-03-16,18,Spin,59
CI006770,M0412,2025-06-02,17,HIIT,21
CI006771,M0412,2025-06-27,11,Gym Floor,60
CI006772,M0412,2025-08-06,7,Strength Training,85
CI006773,M0412,2025-08-30,20,Spin,92
CI006774,M0412,2025-03-11,12,Gym Floor,65
CI006775,M0412,2025-03-17,7,Zumba,57
CI006776,M0412,2025-06-10,7,Strength Training,48
CI006777,M0412,2025-08-24,16,Zumba,83
CI006778,M0412,2025-03-25,17,Gym Floor,35
CI006779,M0412,2025-05-14,17,Gym Floor,36
CI006780,M0412,2025-06-12,11,Yoga,62
CI006781,M0413,2025-07-22,17,Gym Floor,104
CI006782,M0413,2025-04-16,19,Zumba,30
CI006783,M0413,2025-03-15,18,Strength Training,48
CI006784,M0413,2025-07-05,18,Zumba,53
CI006785,M0413,2025-06-05,6,Gym Floor,33
CI006786,M0413,2025-08-21,8,Zumba,63
CI006787,M0414,2025-07-12,9,Gym Floor,86
CI006788,M0414,2025-03-12,17,Gym Floor,26
CI006789,M0414,2025-07-08,6,Gym Floor,36
CI006790,M0414,2025-07-05,19,Yoga,62
CI006791,M0414,2025-06-06,17,Gym Floor,70
CI006792,M0414,2025-03-22,19,Gym Floor,39
CI006793,M0414,2025-08-26,6,Spin,83
CI006794,M0414,2025-06-25,19,Cardio,33
CI006795,M0414,2025-04-25,18,Gym Floor,61
CI006796,M0414,2025-04-01,18,Strength Training,57
CI006797,M0414,2025-06-10,8,Gym Floor,64
CI006798,M0414,2025-03-01,17,Gym Floor,25
CI006799,M0414,2025-05-10,11,Gym Floor,42
CI006800,M0414,2025-06-18,16,Strength Training,71
CI006801,M0414,2025-05-09,6,CrossFit,44
CI006802,M0414,2025-07-09,12,Gym Floor,40
CI006803,M0414,2025-03-18,19,Spin,26
CI006804,M0414,2025-07-14,9,Gym Floor,46
CI006805,M0414,2025-05-01,17,CrossFit,55
CI006806,M0414,2025-05-07,16,Yoga,63
CI006807,M0414,2025-06-22,18,Strength Training,47
CI006808,M0414,2025-06-22,6,CrossFit,80
CI006809,M0414,2025-07-03,7,Gym Floor,20
CI006810,M0414,2025-04-14,7,Spin,20
CI006811,M0414,2025-08-05,20,HIIT,52
CI006812,M0414,2025-07-12,6,Gym Floor,51
CI006813,M0414,2025-06-09,10,Cardio,46
CI006814,M0414,2025-03-16,10,Cardio,57
CI006815,M0414,2025-08-23,20,Gym Floor,68
CI006816,M0414,2025-06-09,8,Gym Floor,69
CI006817,M0414,2025-08-30,16,Cardio,61
CI006818,M0414,2025-06-18,17,Strength Training,42
CI006819,M0414,2025-03-09,16,Gym Floor,70
CI006820,M0415,2025-05-28,19,Gym Floor,88
CI006821,M0415,2025-06-07,10,Spin,36
CI006822,M0415,2025-03-24,7,HIIT,40
CI006823,M0415,2025-07-06,18,Gym Floor,49
CI006824,M0415,2025-05-24,18,Strength Training,36
CI006825,M0415,2025-04-22,18,Strength Training,46
CI006826,M0415,2025-06-18,19,Yoga,52
CI006827,M0415,2025-07-09,7,Gym Floor,48
CI006828,M0415,2025-03-24,6,Gym Floor,85
CI006829,M0415,2025-08-19,20,Strength Training,52
CI006830,M0415,2025-04-14,20,Gym Floor,60
CI006831,M0415,2025-06-11,8,Gym Floor,38
CI006832,M0415,2025-07-27,20,Cardio,58
CI006833,M0415,2025-03-12,18,Strength Training,20
CI006834,M0415,2025-04-02,17,Zumba,54
CI006835,M0415,2025-05-24,7,Cardio,62
CI006836,M0415,2025-06-06,9,Gym Floor,87
CI006837,M0415,2025-08-05,18,Zumba,31
CI006838,M0415,2025-07-27,18,Cardio,40
CI006839,M0415,2025-07-05,7,CrossFit,47
CI006840,M0415,2025-08-29,19,HIIT,77
CI006841,M0415,2025-07-08,8,CrossFit,57
CI006842,M0415,2025-06-15,6,Cardio,66
CI006843,M0415,2025-06-25,10,Spin,48
CI006844,M0415,2025-08-31,18,Spin,98
CI006845,M0415,2025-04-25,18,Gym Floor,44
CI006846,M0415,2025-03-28,11,Gym Floor,63
CI006847,M0415,2025-07-13,9,Cardio,32
CI006848,M0415,2025-03-10,21,Gym Floor,86
CI006849,M0416,2025-04-27,7,Gym Floor,74
CI006850,M0416,2025-06-13,7,Pilates,45
CI006851,M0416,2025-03-22,17,Gym Floor,80
CI006852,M0417,2025-07-10,17,HIIT,33
CI006853,M0417,2025-06-16,8,Gym Floor,57
CI006854,M0417,2025-07-12,17,Gym Floor,43
CI006855,M0417,2025-08-17,9,Gym Floor,55
CI006856,M0417,2025-06-04,7,Pilates,24
CI006857,M0417,2025-08-26,18,Yoga,40
CI006858,M0417,2025-04-20,6,Gym Floor,74
CI006859,M0417,2025-05-20,17,Gym Floor,52
CI006860,M0417,2025-04-28,16,Gym Floor,20
CI006861,M0417,2025-05-05,20,Gym Floor,29
CI006862,M0417,2025-07-25,9,CrossFit,55
CI006863,M0417,2025-08-18,12,Gym Floor,42
CI006864,M0417,2025-06-11,17,Gym Floor,48
CI006865,M0417,2025-07-19,19,Strength Training,34
CI006866,M0417,2025-07-04,18,Yoga,29
CI006867,M0417,2025-08-20,20,Gym Floor,38
CI006868,M0417,2025-05-23,20,Gym Floor,69
CI006869,M0417,2025-07-18,18,Gym Floor,35
CI006870,M0417,2025-03-10,19,Cardio,50
CI006871,M0417,2025-04-26,6,Pilates,63
CI006872,M0417,2025-05-20,6,Gym Floor,83
CI006873,M0417,2025-04-21,8,Strength Training,28
CI006874,M0417,2025-08-25,7,Yoga,53
CI006875,M0417,2025-04-03,21,Strength Training,52
CI006876,M0417,2025-03-13,8,Zumba,35
CI006877,M0417,2025-08-16,19,Gym Floor,46
CI006878,M0417,2025-05-08,8,Yoga,73
CI006879,M0417,2025-03-28,12,HIIT,39
CI006880,M0417,2025-07-28,6,Cardio,61
CI006881,M0417,2025-06-05,17,Zumba,64
CI006882,M0417,2025-07-01,17,Gym Floor,44
CI006883,M0418,2025-04-03,10,Gym Floor,57
CI006884,M0418,2025-06-15,18,Pilates,49
CI006885,M0418,2025-05-13,16,Gym Floor,20
CI006886,M0418,2025-05-18,17,CrossFit,49
CI006887,M0418,2025-06-28,17,HIIT,65
CI006888,M0418,2025-08-28,17,Zumba,36
CI006889,M0418,2025-06-30,6,Gym Floor,52
CI006890,M0418,2025-05-23,7,Spin,91
CI006891,M0418,2025-08-24,8,CrossFit,46
CI006892,M0418,2025-03-26,20,Gym Floor,86
CI006893,M0418,2025-03-12,21,CrossFit,56
CI006894,M0418,2025-05-02,16,Cardio,71
CI006895,M0418,2025-08-24,7,Gym Floor,71
CI006896,M0418,2025-08-30,9,Zumba,57
CI006897,M0418,2025-03-21,16,Strength Training,66
CI006898,M0419,2025-07-18,19,CrossFit,37
CI006899,M0419,2025-07-28,7,Zumba,81
CI006900,M0419,2025-08-01,19,Cardio,66
CI006901,M0419,2025-03-03,17,Gym Floor,34
CI006902,M0419,2025-03-31,7,Gym Floor,85
CI006903,M0419,2025-07-15,8,Gym Floor,39
CI006904,M0419,2025-03-09,10,Gym Floor,41
CI006905,M0419,2025-05-29,6,Pilates,62
CI006906,M0419,2025-05-20,10,Pilates,69
CI006907,M0419,2025-06-09,6,Spin,73
CI006908,M0419,2025-04-25,7,Cardio,48
CI006909,M0419,2025-05-26,18,Gym Floor,37
CI006910,M0419,2025-03-10,18,Pilates,35
CI006911,M0419,2025-05-30,7,Gym Floor,34
CI006912,M0419,2025-06-20,6,Gym Floor,59
CI006913,M0419,2025-08-24,12,Spin,21
CI006914,M0419,2025-04-10,19,Zumba,79
CI006915,M0419,2025-07-05,10,CrossFit,33
CI006916,M0419,2025-05-23,21,HIIT,66
CI006917,M0419,2025-03-31,6,HIIT,49
CI006918,M0419,2025-05-25,19,Spin,60
CI006919,M0419,2025-03-22,8,Gym Floor,48
CI006920,M0419,2025-06-11,17,Cardio,35
CI006921,M0419,2025-04-16,8,HIIT,56
CI006922,M0420,2025-06-13,6,Gym Floor,41
CI006923,M0420,2025-04-06,18,Cardio,55
CI006924,M0420,2025-06-30,18,Gym Floor,75
CI006925,M0420,2025-05-10,9,Gym Floor,68
CI006926,M0420,2025-04-01,16,Gym Floor,78
CI006927,M0420,2025-05-04,8,Gym Floor,54
CI006928,M0420,2025-08-31,9,Pilates,52
CI006929,M0421,2025-08-21,19,Gym Floor,52
CI006930,M0421,2025-04-21,7,Cardio,66
CI006931,M0421,2025-03-13,16,HIIT,57
CI006932,M0421,2025-08-01,12,Gym Floor,44
CI006933,M0421,2025-06-26,10,Gym Floor,44
CI006934,M0421,2025-05-11,17,Gym Floor,20
CI006935,M0421,2025-05-16,18,Gym Floor,107
CI006936,M0422,2025-04-20,6,Gym Floor,44
CI006937,M0422,2025-07-22,19,Gym Floor,29
CI006938,M0422,2025-04-25,18,Pilates,96
CI006939,M0422,2025-04-29,17,Gym Floor,56
CI006940,M0422,2025-03-23,17,Gym Floor,53
CI006941,M0422,2025-06-07,9,Gym Floor,47
CI006942,M0422,2025-06-24,8,Cardio,47
CI006943,M0422,2025-08-24,19,Gym Floor,45
CI006944,M0422,2025-07-08,11,Gym Floor,77
CI006945,M0422,2025-07-31,18,Gym Floor,69
CI006946,M0422,2025-03-29,16,Pilates,54
CI006947,M0422,2025-04-01,20,Gym Floor,47
CI006948,M0422,2025-06-07,17,Strength Training,48
CI006949,M0423,2025-04-01,18,Gym Floor,20
CI006950,M0423,2025-04-26,10,CrossFit,49
CI006951,M0423,2025-07-12,8,Gym Floor,49
CI006952,M0423,2025-04-30,7,Gym Floor,60
CI006953,M0423,2025-07-30,12,Gym Floor,29
CI006954,M0423,2025-03-20,18,Zumba,67
CI006955,M0423,2025-06-13,19,Gym Floor,58
CI006956,M0423,2025-05-02,17,Gym Floor,77
CI006957,M0423,2025-08-18,7,Pilates,52
CI006958,M0423,2025-08-31,11,Gym Floor,63
CI006959,M0423,2025-07-24,7,Gym Floor,47
CI006960,M0423,2025-07-15,17,Cardio,41
CI006961,M0423,2025-05-24,21,Gym Floor,37
CI006962,M0423,2025-03-20,19,Spin,93
CI006963,M0423,2025-05-10,12,Gym Floor,52
CI006964,M0423,2025-08-29,17,Gym Floor,60
CI006965,M0423,2025-07-19,16,Spin,77
CI006966,M0423,2025-05-20,6,Gym Floor,53
CI006967,M0423,2025-05-19,8,Gym Floor,63
CI006968,M0423,2025-03-12,18,Gym Floor,62
CI006969,M0423,2025-07-23,16,Spin,65
CI006970,M0423,2025-04-18,9,CrossFit,40
CI006971,M0423,2025-04-07,19,Gym Floor,88
CI006972,M0423,2025-07-26,8,Zumba,72
CI006973,M0424,2025-05-22,19,Gym Floor,57
CI006974,M0424,2025-05-18,6,Zumba,62
CI006975,M0424,2025-03-15,16,Zumba,34
CI006976,M0424,2025-08-08,6,Pilates,78
CI006977,M0424,2025-04-06,7,Gym Floor,46
CI006978,M0424,2025-08-24,19,Strength Training,49
CI006979,M0424,2025-03-07,9,Gym Floor,48
CI006980,M0424,2025-04-25,17,Gym Floor,62
CI006981,M0424,2025-05-11,20,Zumba,20
CI006982,M0424,2025-03-01,6,Gym Floor,70
CI006983,M0424,2025-06-01,8,Pilates,63
