CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes,DayOfWeek,Month,TimeSlot
CI007778,M0463,2025-03-07,7,CrossFit,49,Friday,2025-03,Early Morning
CI007779,M0463,2025-03-19,18,Gym Floor,47,Wednesday,2025-03,Evening
CI007780,M0463,2025-07-26,9,Zumba,50,Saturday,2025-07,Early Morning
CI007781,M0463,2025-05-03,18,Gym Floor,20,Saturday,2025-05,Evening
CI007782,M0463,2025-03-26,17,Yoga,58,Wednesday,2025-03,Evening
CI007783,M0463,2025-07-16,17,Zumba,58,Wednesday,2025-07,Evening
CI007784,M0463,2025-05-25,11,Pilates,46,Sunday,2025-05,Morning
CI007785,M0463,2025-04-23,10,HIIT,61,Wednesday,2025-04,Morning
CI007786,M0464,2025-06-27,18,CrossFit,51,Friday,2025-06,Evening
CI007787,M0464,2025-04-27,19,Pilates,68,Sunday,2025-04,Evening
CI007788,M0465,2025-05-29,7,Spin,43,Thursday,2025-05,Early Morning
CI007789,M0465,2025-06-23,8,Gym Floor,41,Monday,2025-06,Early Morning
CI007790,M0465,2025-04-20,16,Gym Floor,30,Sunday,2025-04,Afternoon
CI007791,M0465,2025-06-03,6,Gym Floor,24,Tuesday,2025-06,Early Morning
CI007792,M0465,2025-07-24,19,Gym Floor,53,Thursday,2025-07,Evening
CI007793,M0465,2025-05-04,21,Gym Floor,57,Sunday,2025-05,Night
CI007794,M0465,2025-07-22,9,Zumba,72,Tuesday,2025-07,Early Morning
CI007795,M0465,2025-05-23,18,Gym Floor,52,Friday,2025-05,Evening
CI007796,M0465,2025-03-27,19,Gym Floor,82,Thursday,2025-03,Evening
CI007797,M0465,2025-03-24,18,Gym Floor,67,Monday,2025-03,Evening
CI007798,M0465,2025-04-22,11,Gym Floor,59,Tuesday,2025-04,Morning
CI007799,M0465,2025-03-29,18,Gym Floor,37,Saturday,2025-03,Evening
CI007800,M0465,2025-06-07,20,Cardio,48,Saturday,2025-06,Night
CI007801,M0465,2025-05-06,20,CrossFit,94,Tuesday,2025-05,Night
CI007802,M0466,2025-08-05,9,Spin,80,Tuesday,2025-08,Early Morning
CI007803,M0466,2025-05-25,19,Strength Training,54,Sunday,2025-05,Evening
CI007804,M0466,2025-07-28,10,Gym Floor,60,Monday,2025-07,Morning
CI007805,M0466,2025-04-02,7,Gym Floor,74,Wednesday,2025-04,Early Morning
CI007806,M0466,2025-04-08,19,CrossFit,60,Tuesday,2025-04,Evening
CI007807,M0466,2025-04-09,17,Spin,63,Wednesday,2025-04,Evening
CI007808,M0466,2025-07-07,19,Spin,31,Monday,2025-07,Evening
CI007809,M0466,2025-03-14,11,Gym Floor,22,Friday,2025-03,Morning
CI007810,M0466,2025-08-17,17,CrossFit,68,Sunday,2025-08,Evening
CI007811,M0466,2025-08-21,9,Gym Floor,39,Thursday,2025-08,Early Morning
CI007812,M0466,2025-04-23,7,Pilates,80,Wednesday,2025-04,Early Morning
CI007813,M0466,2025-08-02,18,Cardio,20,Saturday,2025-08,Evening
CI007814,M0466,2025-04-26,19,Gym Floor,53,Saturday,2025-04,Evening
CI007815,M0466,2025-08-28,21,Gym Floor,56,Thursday,2025-08,Night
CI007816,M0466,2025-06-08,18,Spin,50,Sunday,2025-06,Evening
CI007817,M0466,2025-04-08,12,Gym Floor,41,Tuesday,2025-04,Morning
CI007818,M0466,2025-04-16,20,Zumba,54,Wednesday,2025-04,Night
CI007819,M0466,2025-04-24,18,Gym Floor,62,Thursday,2025-04,Evening
CI007820,M0466,2025-07-14,19,Spin,73,Monday,2025-07,Evening
CI007821,M0466,2025-07-04,19,Gym Floor,53,Friday,2025-07,Evening
CI007822,M0466,2025-07-04,10,Gym Floor,29,Friday,2025-07,Morning
CI007823,M0466,2025-06-21,17,Gym Floor,76,Saturday,2025-06,Evening
CI007824,M0466,2025-06-27,7,HIIT,53,Friday,2025-06,Early Morning
CI007825,M0466,2025-07-12,18,Gym Floor,72,Saturday,2025-07,Evening
CI007826,M0466,2025-07-08,16,CrossFit,20,Tuesday,2025-07,Afternoon
CI007827,M0466,2025-04-08,19,CrossFit,58,Tuesday,2025-04,Evening
CI007828,M0466,2025-03-31,16,Cardio,59,Monday,2025-03,Afternoon
CI007829,M0466,2025-08-15,17,Gym Floor,53,Friday,2025-08,Evening
CI007830,M0466,2025-03-11,19,Gym Floor,58,Tuesday,2025-03,Evening
CI007831,M0467,2025-03-03,21,Gym Floor,36,Monday,2025-03,Night
CI007832,M0467,2025-04-27,21,Gym Floor,73,Sunday,2025-04,Night
CI007833,M0467,2025-04-30,16,HIIT,70,Wednesday,2025-04,Afternoon
CI007834,M0467,2025-04-07,9,Gym Floor,81,Monday,2025-04,Early Morning
CI007835,M0468,2025-06-05,12,Cardio,48,Thursday,2025-06,Morning
CI007836,M0468,2025-08-01,16,Spin,77,Friday,2025-08,Afternoon
CI007837,M0468,2025-04-03,6,Gym Floor,47,Thursday,2025-04,Early Morning
CI007838,M0468,2025-04-14,7,Cardio,51,Monday,2025-04,Early Morning
CI007839,M0468,2025-06-27,18,Cardio,70,Friday,2025-06,Evening
CI007840,M0468,2025-05-28,7,CrossFit,75,Wednesday,2025-05,Early Morning
CI007841,M0468,2025-03-04,19,Cardio,64,Tuesday,2025-03,Evening
CI007842,M0468,2025-03-11,18,Strength Training,68,Tuesday,2025-03,Evening
CI007843,M0468,2025-07-23,19,Strength Training,20,Wednesday,2025-07,Evening
CI007844,M0468,2025-04-26,6,Gym Floor,34,Saturday,2025-04,Early Morning
CI007845,M0468,2025-04-14,10,Cardio,44,Monday,2025-04,Morning
CI007846,M0468,2025-07-02,11,Gym Floor,51,Wednesday,2025-07,Morning
CI007847,M0468,2025-04-21,7,Zumba,65,Monday,2025-04,Early Morning
CI007848,M0468,2025-04-01,8,Gym Floor,64,Tuesday,2025-04,Early Morning
CI007849,M0468,2025-04-19,16,CrossFit,82,Saturday,2025-04,Afternoon
CI007850,M0468,2025-08-05,12,Gym Floor,76,Tuesday,2025-08,Morning
CI007851,M0468,2025-08-17,9,Gym Floor,49,Sunday,2025-08,Early Morning
CI007852,M0468,2025-05-16,9,Gym Floor,51,Friday,2025-05,Early Morning
CI007853,M0468,2025-06-07,19,HIIT,85,Saturday,2025-06,Evening
CI007854,M0468,2025-07-02,19,CrossFit,75,Wednesday,2025-07,Evening
CI007855,M0468,2025-08-15,10,HIIT,40,Friday,2025-08,Morning
CI007856,M0468,2025-06-17,17,HIIT,38,Tuesday,2025-06,Evening
CI007857,M0468,2025-07-22,20,CrossFit,20,Tuesday,2025-07,Night
CI007858,M0468,2025-03-21,19,HIIT,54,Friday,2025-03,Evening
CI007859,M0468,2025-07-02,12,Gym Floor,56,Wednesday,2025-07,Morning
CI007860,M0468,2025-08-16,17,Gym Floor,60,Saturday,2025-08,Evening
CI007861,M0468,2025-05-06,18,Strength Training,43,Tuesday,2025-05,Evening
CI007862,M0468,2025-07-10,19,Spin,34,Thursday,2025-07,Evening
CI007863,M0468,2025-03-19,18,Gym Floor,47,Wednesday,2025-03,Evening
CI007864,M0468,2025-04-22,17,Gym Floor,63,Tuesday,2025-04,Evening
CI007865,M0468,2025-08-18,8,Pilates,53,Monday,2025-08,Early Morning
CI007866,M0468,2025-06-17,6,Spin,50,Tuesday,2025-06,Early Morning
CI007867,M0468,2025-05-20,8,Yoga,62,Tuesday,2025-05,Early Morning
CI007868,M0468,2025-04-16,11,Gym Floor,58,Wednesday,2025-04,Morning
CI007869,M0468,2025-07-17,19,Spin,49,Thursday,2025-07,Evening
CI007870,M0468,2025-03-05,16,Gym Floor,57,Wednesday,2025-03,Afternoon
CI007871,M0468,2025-03-01,17,Gym Floor,50,Saturday,2025-03,Evening
CI007872,M0468,2025-06-29,18,Cardio,46,Sunday,2025-06,Evening
CI007873,M0468,2025-07-18,17,Cardio,54,Friday,2025-07,Evening
CI007874,M0468,2025-03-30,7,Gym Floor,62,Sunday,2025-03,Early Morning
CI007875,M0468,2025-03-13,21,Gym Floor,54,Thursday,2025-03,Night
CI007876,M0468,2025-07-08,16,Gym Floor,57,Tuesday,2025-07,Afternoon
CI007877,M0468,2025-03-07,18,Pilates,45,Friday,2025-03,Evening
CI007878,M0468,2025-08-07,17,Gym Floor,50,Thursday,2025-08,Evening
CI007879,M0468,2025-03-24,6,Gym Floor,40,Monday,2025-03,Early Morning
CI007880,M0468,2025-06-19,6,Gym Floor,21,Thursday,2025-06,Early Morning
CI007881,M0468,2025-08-02,6,Cardio,68,Saturday,2025-08,Early Morning
CI007882,M0469,2025-08-09,19,CrossFit,74,Saturday,2025-08,Evening
CI007883,M0469,2025-08-18,20,Gym Floor,29,Monday,2025-08,Night
CI007884,M0469,2025-07-03,7,Spin,46,Thursday,2025-07,Early Morning
CI007885,M0469,2025-08-04,10,Strength Training,65,Monday,2025-08,Morning
CI007886,M0469,2025-06-11,17,Gym Floor,51,Wednesday,2025-06,Evening
CI007887,M0469,2025-08-02,7,Gym Floor,45,Saturday,2025-08,Early Morning
CI007888,M0469,2025-03-02,7,Gym Floor,52,Sunday,2025-03,Early Morning
CI007889,M0469,2025-04-26,7,Cardio,101,Saturday,2025-04,Early Morning
CI007890,M0469,2025-04-20,20,Strength Training,68,Sunday,2025-04,Night
CI007891,M0469,2025-08-10,11,Gym Floor,44,Sunday,2025-08,Morning
CI007892,M0469,2025-08-17,10,Gym Floor,38,Sunday,2025-08,Morning
CI007893,M0469,2025-06-24,6,Zumba,47,Tuesday,2025-06,Early Morning
CI007894,M0469,2025-03-30,18,Gym Floor,78,Sunday,2025-03,Evening
CI007895,M0469,2025-08-12,20,CrossFit,68,Tuesday,2025-08,Night
CI007896,M0469,2025-05-30,16,Gym Floor,35,Friday,2025-05,Afternoon
CI007897,M0469,2025-08-05,7,Yoga,50,Tuesday,2025-08,Early Morning
CI007898,M0469,2025-08-01,19,Spin,80,Friday,2025-08,Evening
CI007899,M0469,2025-07-27,6,Gym Floor,85,Sunday,2025-07,Early Morning
CI007900,M0469,2025-05-10,9,Strength Training,52,Saturday,2025-05,Early Morning
CI007901,M0469,2025-05-16,16,Gym Floor,27,Friday,2025-05,Afternoon
CI007902,M0469,2025-03-06,12,Yoga,58,Thursday,2025-03,Morning
CI007903,M0469,2025-03-21,8,Gym Floor,47,Friday,2025-03,Early Morning
CI007904,M0469,2025-05-22,20,Gym Floor,61,Thursday,2025-05,Night
CI007905,M0469,2025-08-11,8,Pilates,53,Monday,2025-08,Early Morning
CI007906,M0469,2025-04-21,18,Gym Floor,78,Monday,2025-04,Evening
CI007907,M0469,2025-04-24,19,Pilates,61,Thursday,2025-04,Evening
CI007908,M0470,2025-04-18,20,Gym Floor,53,Friday,2025-04,Night
CI007909,M0470,2025-06-24,8,Gym Floor,49,Tuesday,2025-06,Early Morning
CI007910,M0470,2025-04-19,19,Gym Floor,76,Saturday,2025-04,Evening
CI007911,M0470,2025-05-31,18,Yoga,36,Saturday,2025-05,Evening
CI007912,M0471,2025-07-18,9,Spin,81,Friday,2025-07,Early Morning
CI007913,M0471,2025-07-30,12,HIIT,41,Wednesday,2025-07,Morning
CI007914,M0471,2025-06-09,12,Gym Floor,41,Monday,2025-06,Morning
CI007915,M0471,2025-08-20,16,Gym Floor,42,Wednesday,2025-08,Afternoon
CI007916,M0471,2025-05-07,18,Pilates,20,Wednesday,2025-05,Evening
CI007917,M0471,2025-04-28,20,Zumba,70,Monday,2025-04,Night
CI007918,M0471,2025-03-04,11,Gym Floor,57,Tuesday,2025-03,Morning
CI007919,M0471,2025-04-20,16,Gym Floor,53,Sunday,2025-04,Afternoon
CI007920,M0471,2025-08-16,19,Zumba,49,Saturday,2025-08,Evening
CI007921,M0471,2025-07-22,7,Gym Floor,35,Tuesday,2025-07,Early Morning
CI007922,M0471,2025-07-22,8,HIIT,86,Tuesday,2025-07,Early Morning
CI007923,M0471,2025-06-28,18,Gym Floor,55,Saturday,2025-06,Evening
CI007924,M0471,2025-06-12,12,Spin,59,Thursday,2025-06,Morning
CI007925,M0471,2025-07-03,21,HIIT,57,Thursday,2025-07,Night
CI007926,M0471,2025-08-21,17,Spin,48,Thursday,2025-08,Evening
CI007927,M0471,2025-08-21,8,CrossFit,46,Thursday,2025-08,Early Morning
CI007928,M0471,2025-03-07,8,Cardio,65,Friday,2025-03,Early Morning
CI007929,M0471,2025-03-13,10,Pilates,65,Thursday,2025-03,Morning
CI007930,M0471,2025-06-10,17,CrossFit,20,Tuesday,2025-06,Evening
CI007931,M0471,2025-06-02,21,Gym Floor,62,Monday,2025-06,Night
CI007932,M0471,2025-08-01,19,CrossFit,46,Friday,2025-08,Evening
CI007933,M0471,2025-07-24,17,Gym Floor,48,Thursday,2025-07,Evening
CI007934,M0471,2025-08-07,19,Spin,45,Thursday,2025-08,Evening
CI007935,M0471,2025-05-07,18,Gym Floor,55,Wednesday,2025-05,Evening
CI007936,M0471,2025-04-02,19,HIIT,40,Wednesday,2025-04,Evening
CI007937,M0471,2025-03-13,16,Gym Floor,45,Thursday,2025-03,Afternoon
CI007938,M0471,2025-07-03,9,Gym Floor,44,Thursday,2025-07,Early Morning
CI007939,M0471,2025-05-15,12,Gym Floor,46,Thursday,2025-05,Morning
CI007940,M0471,2025-08-08,17,HIIT,39,Friday,2025-08,Evening
CI007941,M0471,2025-04-10,18,CrossFit,48,Thursday,2025-04,Evening
CI007942,M0471,2025-05-13,20,Gym Floor,70,Tuesday,2025-05,Night
CI007943,M0471,2025-08-13,19,CrossFit,20,Wednesday,2025-08,Evening
CI007944,M0471,2025-08-11,7,Cardio,60,Monday,2025-08,Early Morning
CI007945,M0471,2025-07-09,18,Gym Floor,22,Wednesday,2025-07,Evening
CI007946,M0471,2025-03-05,17,Gym Floor,58,Wednesday,2025-03,Evening
CI007947,M0471,2025-05-20,8,Yoga,76,Tuesday,2025-05,Early Morning
CI007948,M0472,2025-03-17,17,Gym Floor,46,Monday,2025-03,Evening
CI007949,M0472,2025-07-07,12,Gym Floor,77,Monday,2025-07,Morning
CI007950,M0472,2025-05-28,16,Gym Floor,75,Wednesday,2025-05,Afternoon
CI007951,M0472,2025-07-01,20,Zumba,90,Tuesday,2025-07,Night
CI007952,M0472,2025-03-17,17,Strength Training,52,Monday,2025-03,Evening
CI007953,M0472,2025-08-09,10,Gym Floor,91,Saturday,2025-08,Morning
CI007954,M0472,2025-06-01,17,Gym Floor,28,Sunday,2025-06,Evening
CI007955,M0472,2025-07-02,7,Gym Floor,33,Wednesday,2025-07,Early Morning
CI007956,M0472,2025-04-07,7,Zumba,39,Monday,2025-04,Early Morning
CI007957,M0472,2025-08-21,7,Gym Floor,81,Thursday,2025-08,Early Morning
CI007958,M0472,2025-03-01,12,Zumba,57,Saturday,2025-03,Morning
CI007959,M0472,2025-05-19,19,Pilates,60,Monday,2025-05,Evening
CI007960,M0472,2025-08-02,21,Gym Floor,62,Saturday,2025-08,Night
CI007961,M0472,2025-04-23,21,Gym Floor,38,Wednesday,2025-04,Night
CI007962,M0472,2025-08-09,16,Gym Floor,27,Saturday,2025-08,Afternoon
CI007963,M0472,2025-04-21,7,Gym Floor,40,Monday,2025-04,Early Morning
CI007964,M0472,2025-07-21,16,Yoga,53,Monday,2025-07,Afternoon
CI007965,M0472,2025-08-20,16,Gym Floor,60,Wednesday,2025-08,Afternoon
CI007966,M0472,2025-03-04,8,Gym Floor,72,Tuesday,2025-03,Early Morning
CI007967,M0472,2025-06-01,9,Gym Floor,48,Sunday,2025-06,Early Morning
CI007968,M0472,2025-04-20,18,Pilates,72,Sunday,2025-04,Evening
CI007969,M0472,2025-03-07,16,Yoga,37,Friday,2025-03,Afternoon
CI007970,M0473,2025-05-25,6,Cardio,43,Sunday,2025-05,Early Morning
CI007971,M0474,2025-06-29,17,Yoga,84,Sunday,2025-06,Evening
CI007972,M0474,2025-07-08,7,Gym Floor,56,Tuesday,2025-07,Early Morning
CI007973,M0474,2025-08-15,18,Pilates,29,Friday,2025-08,Evening
CI007974,M0474,2025-03-25,18,Spin,43,Tuesday,2025-03,Evening
CI007975,M0474,2025-07-28,20,Gym Floor,22,Monday,2025-07,Night
CI007976,M0474,2025-08-03,12,Zumba,60,Sunday,2025-08,Morning
CI007977,M0474,2025-03-24,6,Cardio,34,Monday,2025-03,Early Morning
CI007978,M0474,2025-06-12,10,Zumba,76,Thursday,2025-06,Morning
CI007979,M0474,2025-08-22,7,Gym Floor,70,Friday,2025-08,Early Morning
CI007980,M0474,2025-03-15,17,Pilates,42,Saturday,2025-03,Evening
CI007981,M0474,2025-06-12,19,Cardio,34,Thursday,2025-06,Evening
CI007982,M0474,2025-05-08,11,Gym Floor,45,Thursday,2025-05,Morning
CI007983,M0474,2025-05-19,9,Gym Floor,35,Monday,2025-05,Early Morning
CI007984,M0474,2025-08-01,9,Cardio,78,Friday,2025-08,Early Morning
CI007985,M0474,2025-06-26,9,Gym Floor,36,Thursday,2025-06,Early Morning
CI007986,M0474,2025-08-26,8,Gym Floor,41,Tuesday,2025-08,Early Morning
CI007987,M0474,2025-08-11,20,Cardio,55,Monday,2025-08,Night
CI007988,M0474,2025-06-19,19,Spin,65,Thursday,2025-06,Evening
CI007989,M0474,2025-08-02,20,CrossFit,86,Saturday,2025-08,Night
CI007990,M0474,2025-08-21,9,Spin,64,Thursday,2025-08,Early Morning
CI007991,M0474,2025-04-22,16,Yoga,52,Tuesday,2025-04,Afternoon
CI007992,M0474,2025-03-25,17,Gym Floor,66,Tuesday,2025-03,Evening
CI007993,M0474,2025-04-11,18,Spin,84,Friday,2025-04,Evening
CI007994,M0474,2025-07-12,21,Yoga,76,Saturday,2025-07,Night
CI007995,M0474,2025-04-30,16,Zumba,37,Wednesday,2025-04,Afternoon
CI007996,M0474,2025-03-21,19,CrossFit,48,Friday,2025-03,Evening
CI007997,M0474,2025-08-29,17,Gym Floor,58,Friday,2025-08,Evening
CI007998,M0474,2025-04-24,17,Gym Floor,65,Thursday,2025-04,Evening
CI007999,M0474,2025-03-27,20,CrossFit,38,Thursday,2025-03,Night
CI008000,M0474,2025-06-26,6,Gym Floor,95,Thursday,2025-06,Early Morning
CI008001,M0474,2025-04-24,8,Gym Floor,52,Thursday,2025-04,Early Morning
CI008002,M0474,2025-04-29,16,CrossFit,65,Tuesday,2025-04,Afternoon
CI008003,M0474,2025-08-14,19,Gym Floor,53,Thursday,2025-08,Evening
CI008004,M0474,2025-08-14,7,Gym Floor,42,Thursday,2025-08,Early Morning
CI008005,M0474,2025-04-11,17,Gym Floor,21,Friday,2025-04,Evening
CI008006,M0474,2025-07-17,19,Cardio,47,Thursday,2025-07,Evening
CI008007,M0474,2025-05-01,18,Zumba,72,Thursday,2025-05,Evening
CI008008,M0474,2025-06-09,20,Gym Floor,37,Monday,2025-06,Night
CI008009,M0474,2025-05-24,19,Pilates,58,Saturday,2025-05,Evening
CI008010,M0474,2025-07-31,7,Gym Floor,63,Thursday,2025-07,Early Morning
CI008011,M0474,2025-04-29,16,Gym Floor,52,Tuesday,2025-04,Afternoon
CI008012,M0474,2025-05-06,16,Gym Floor,69,Tuesday,2025-05,Afternoon
CI008013,M0474,2025-08-13,7,HIIT,25,Wednesday,2025-08,Early Morning
CI008014,M0474,2025-07-29,17,CrossFit,80,Tuesday,2025-07,Evening
CI008015,M0474,2025-06-12,8,Gym Floor,46,Thursday,2025-06,Early Morning
CI008016,M0474,2025-07-07,8,Gym Floor,39,Monday,2025-07,Early Morning
CI008017,M0474,2025-07-03,8,HIIT,67,Thursday,2025-07,Early Morning
CI008018,M0475,2025-06-24,19,Zumba,83,Tuesday,2025-06,Evening
CI008019,M0475,2025-07-10,7,HIIT,43,Thursday,2025-07,Early Morning
CI008020,M0475,2025-06-22,18,Yoga,69,Sunday,2025-06,Evening
CI008021,M0475,2025-03-16,16,Gym Floor,96,Sunday,2025-03,Afternoon
CI008022,M0475,2025-04-02,8,CrossFit,66,Wednesday,2025-04,Early Morning
CI008023,M0475,2025-07-07,11,Gym Floor,79,Monday,2025-07,Morning
CI008024,M0475,2025-03-02,7,Yoga,39,Sunday,2025-03,Early Morning
CI008025,M0475,2025-06-29,19,Spin,57,Sunday,2025-06,Evening
CI008026,M0475,2025-03-13,8,Pilates,42,Thursday,2025-03,Early Morning
CI008027,M0475,2025-05-28,17,CrossFit,102,Wednesday,2025-05,Evening
CI008028,M0475,2025-06-10,8,Strength Training,46,Tuesday,2025-06,Early Morning
CI008029,M0475,2025-07-09,7,Gym Floor,61,Wednesday,2025-07,Early Morning
CI008030,M0475,2025-06-23,7,Yoga,44,Monday,2025-06,Early Morning
CI008031,M0475,2025-05-08,20,Gym Floor,71,Thursday,2025-05,Night
CI008032,M0475,2025-06-30,11,Gym Floor,45,Monday,2025-06,Morning
CI008033,M0475,2025-08-18,17,Gym Floor,54,Monday,2025-08,Evening
CI008034,M0475,2025-05-16,21,Gym Floor,75,Friday,2025-05,Night
CI008035,M0475,2025-04-12,20,Gym Floor,82,Saturday,2025-04,Night
CI008036,M0475,2025-06-13,16,Zumba,41,Friday,2025-06,Afternoon
CI008037,M0475,2025-06-01,6,Gym Floor,56,Sunday,2025-06,Early Morning
CI008038,M0475,2025-07-16,18,Spin,68,Wednesday,2025-07,Evening
CI008039,M0475,2025-03-05,17,Gym Floor,55,Wednesday,2025-03,Evening
CI008040,M0475,2025-07-09,18,Spin,35,Wednesday,2025-07,Evening
CI008041,M0475,2025-08-24,18,Yoga,72,Sunday,2025-08,Evening
CI008042,M0475,2025-04-07,17,Spin,60,Monday,2025-04,Evening
CI008043,M0475,2025-06-11,18,Zumba,40,Wednesday,2025-06,Evening
CI008044,M0475,2025-03-04,6,Gym Floor,47,Tuesday,2025-03,Early Morning
CI008045,M0475,2025-03-03,18,Strength Training,53,Monday,2025-03,Evening
CI008046,M0475,2025-06-18,11,Gym Floor,66,Wednesday,2025-06,Morning
CI008047,M0475,2025-05-16,16,Gym Floor,47,Friday,2025-05,Afternoon
CI008048,M0475,2025-06-15,17,Pilates,58,Sunday,2025-06,Evening
CI008049,M0475,2025-04-15,6,CrossFit,55,Tuesday,2025-04,Early Morning
CI008050,M0475,2025-05-30,16,Gym Floor,78,Friday,2025-05,Afternoon
CI008051,M0475,2025-07-04,11,Strength Training,52,Friday,2025-07,Morning
CI008052,M0475,2025-04-01,18,Gym Floor,56,Tuesday,2025-04,Evening
CI008053,M0476,2025-06-21,16,Gym Floor,62,Saturday,2025-06,Afternoon
CI008054,M0476,2025-07-08,18,Gym Floor,51,Tuesday,2025-07,Evening
CI008055,M0477,2025-04-07,20,Cardio,99,Monday,2025-04,Night
CI008056,M0477,2025-03-04,18,Gym Floor,47,Tuesday,2025-03,Evening
CI008057,M0477,2025-07-08,6,CrossFit,55,Tuesday,2025-07,Early Morning
CI008058,M0477,2025-04-16,9,CrossFit,44,Wednesday,2025-04,Early Morning
CI008059,M0478,2025-07-04,17,Gym Floor,21,Friday,2025-07,Evening
CI008060,M0478,2025-06-08,7,Cardio,60,Sunday,2025-06,Early Morning
CI008061,M0478,2025-03-23,11,Spin,69,Sunday,2025-03,Morning
CI008062,M0478,2025-06-29,6,Gym Floor,33,Sunday,2025-06,Early Morning
CI008063,M0478,2025-07-13,11,Yoga,60,Sunday,2025-07,Morning
CI008064,M0478,2025-05-16,19,Gym Floor,56,Friday,2025-05,Evening
CI008065,M0478,2025-07-15,9,CrossFit,56,Tuesday,2025-07,Early Morning
CI008066,M0478,2025-03-08,17,Gym Floor,58,Saturday,2025-03,Evening
CI008067,M0478,2025-03-20,19,Gym Floor,33,Thursday,2025-03,Evening
CI008068,M0478,2025-07-08,11,Gym Floor,63,Tuesday,2025-07,Morning
CI008069,M0478,2025-05-08,10,Gym Floor,62,Thursday,2025-05,Morning
CI008070,M0478,2025-03-18,7,Pilates,58,Tuesday,2025-03,Early Morning
CI008071,M0478,2025-06-21,6,Gym Floor,66,Saturday,2025-06,Early Morning
CI008072,M0478,2025-05-19,17,Gym Floor,50,Monday,2025-05,Evening
CI008073,M0478,2025-03-09,10,Cardio,28,Sunday,2025-03,Morning
CI008074,M0478,2025-07-15,10,Gym Floor,39,Tuesday,2025-07,Morning
CI008075,M0478,2025-04-26,10,Gym Floor,70,Saturday,2025-04,Morning
CI008076,M0478,2025-03-11,11,Gym Floor,30,Tuesday,2025-03,Morning
CI008077,M0478,2025-06-22,18,Gym Floor,63,Sunday,2025-06,Evening
CI008078,M0478,2025-04-28,21,Gym Floor,59,Monday,2025-04,Night
CI008079,M0478,2025-04-29,17,Cardio,50,Tuesday,2025-04,Evening
CI008080,M0478,2025-05-22,8,Gym Floor,86,Thursday,2025-05,Early Morning
CI008081,M0478,2025-03-08,17,Spin,63,Saturday,2025-03,Evening
CI008082,M0478,2025-06-24,12,Gym Floor,69,Tuesday,2025-06,Morning
CI008083,M0478,2025-08-11,10,Gym Floor,47,Monday,2025-08,Morning
CI008084,M0479,2025-06-08,10,Gym Floor,54,Sunday,2025-06,Morning
CI008085,M0479,2025-05-26,8,HIIT,48,Monday,2025-05,Early Morning
CI008086,M0479,2025-06-10,6,Zumba,20,Tuesday,2025-06,Early Morning
CI008087,M0479,2025-05-17,6,Gym Floor,55,Saturday,2025-05,Early Morning
CI008088,M0479,2025-04-25,6,Gym Floor,22,Friday,2025-04,Early Morning
CI008089,M0479,2025-04-10,7,Pilates,54,Thursday,2025-04,Early Morning
CI008090,M0479,2025-07-29,8,Gym Floor,50,Tuesday,2025-07,Early Morning
CI008091,M0479,2025-08-13,6,Gym Floor,78,Wednesday,2025-08,Early Morning
CI008092,M0479,2025-05-15,6,Gym Floor,54,Thursday,2025-05,Early Morning
CI008093,M0479,2025-04-04,19,Gym Floor,57,Friday,2025-04,Evening
CI008094,M0479,2025-03-20,16,Gym Floor,34,Thursday,2025-03,Afternoon
CI008095,M0479,2025-07-14,6,Gym Floor,40,Monday,2025-07,Early Morning
CI008096,M0479,2025-07-16,16,Gym Floor,27,Wednesday,2025-07,Afternoon
CI008097,M0479,2025-03-01,7,Gym Floor,36,Saturday,2025-03,Early Morning
CI008098,M0479,2025-04-14,21,Gym Floor,39,Monday,2025-04,Night
CI008099,M0479,2025-03-04,6,Gym Floor,61,Tuesday,2025-03,Early Morning
CI008100,M0479,2025-05-14,19,HIIT,31,Wednesday,2025-05,Evening
CI008101,M0479,2025-06-26,12,Gym Floor,63,Thursday,2025-06,Morning
CI008102,M0479,2025-06-09,18,Pilates,20,Monday,2025-06,Evening
